"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","200","51","0","0","6","0","51","2","310","53","BOARD ACTION","13","0","0","0","1","0","3","0","17"
"BY MAIL","815","368","3","0","50","6","307","5","1,554","424","COUNTY TRANSFER - OUT","3,496","1,857","35","0","14","31","1,377","118","6,928"
"DESIGNATED STATE AGENCIES","11","5","0","0","0","2","3","1","22","1","CRIMINAL CONVICTION","11","1","0","0","0","0","4","0","16"
"ELDERLY / DISABLED","24","2","0","0","0","0","1","0","27","3","DEATH NOTICE","235","158","0","0","0","0","28","3","424"
"FROM ANOTHER BOARD","38","15","3","0","0","0","9","0","65","18","DUPLICATE","33","13","0","0","0","0","11","1","58"
"PROVISIONAL BALLOT","9,660","2,921","54","3","106","64","2,496","93","15,397","1,752","MAIL VERIFICATION (NVRA)","211","78","0","0","2","0","86","7","384"
"IN PERSON","121","63","1","0","2","0","43","0","230","309","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","2,170","693","14","0","38","22","904","20","3,861","369","MOVED OUT OF STATE","279","216","2","0","3","2","134","5","641"
"NVRA BY MAIL","50","21","0","0","0","0","38","0","109","16","OTHER","246","48","1","0","6","0","69","4","374"
"OTHER MEANS","510","82","1","1","14","5","125","1","739","262","VOTER REQUEST","11","6","0","0","0","0","2","1","20"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","143","76","1","0","6","2","69","2","299"
"SOCIAL SERVICES","7","2","0","0","0","0","3","0","12","6","","","","","","","","","",""
"VOLUNTEER","9","1","1","0","0","0","6","0","17","2","","","","","","","","","",""
"TOTAL","13,615","4,224","77","4","216","99","3,986","122","22,343","3,215","TOTAL","4,678","2,453","39","0","32","35","1,783","141","9,161"
