"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","22","8","0","0","1","0","12","1","44","20","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","32","4","0","0","4","0","20","0","60","60","COUNTY TRANSFER - OUT","333","167","1","0","3","2","156","8","670"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","35","24","0","0","0","0","8","0","67"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","3","2","0","0","0","0","0","0","5"
"PROVISIONAL BALLOT","1,004","250","8","0","12","8","365","7","1,654","868","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","4","1","0","0","1","0","2","0","8","11","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","52","6","0","0","4","0","23","0","85","6","MOVED OUT OF STATE","31","12","0","0","3","0","14","0","60"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","3","0","0","0","0","0","4","0","7"
"OTHER MEANS","27","4","0","0","2","0","5","0","38","16","VOTER REQUEST","1","1","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","46","2","0","0","2","0","21","0","71"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","3","0","0","0","0","0","3","0","6","0","","","","","","","","","",""
"TOTAL","1,144","273","8","0","24","8","430","8","1,895","981","TOTAL","452","208","1","0","8","2","203","8","882"
