"Baltimore Co.","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","36","13","0","0","0","0","1","0","50","0","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","105","60","0","0","7","1","50","0","223","11","COUNTY TRANSFER-OUT","714","358","10","0","3","5","229","22","1,341"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","0","0","0","0","0","0","0","3"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","38","13","0","0","0","0","2","0","53"
"FROM ANOTHER BOARD","8","1","2","0","0","0","1","0","12","0","DUPLICATE","10","3","0","0","0","0","1","0","14"
"PROVISIONAL BALLOT","1,405","455","16","0","21","11","326","8","2,242","1","MAIL VERIFICATION (NVRA)","94","30","0","0","1","0","15","2","142"
"IN PERSON","16","8","0","0","0","0","2","0","26","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","382","172","4","0","10","1","215","4","788","1","MOVED OUT OF STATE","139","61","1","0","0","1","48","2","252"
"NVRA BY MAIL","4","1","0","0","0","0","2","0","7","5","OTHER","49","18","1","0","0","0","8","0","76"
"OTHER MEANS","49","11","0","0","0","2","12","0","74","53","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","2","0","0","0","0","0","0","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","2,005","721","22","0","38","15","609","12","3,422","71","TOTAL","1,050","485","12","0","4","6","303","26","1,886"
