"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","0","0","0","0","1","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","1","1","0","0","0","0","0","0","2","0","COUNTY TRANSFER - OUT","66","30","0","0","0","1","16","3","116"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","3","3","0","0","0","0","3","0","9"
"FROM ANOTHER BOARD","0","0","0","0","0","0","1","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","64","10","0","0","0","0","13","1","88","0","MAIL VERIFICATION (NVRA)","105","41","0","0","1","0","62","5","214"
"IN PERSON","4","1","0","0","0","0","0","0","5","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","11","7","0","0","1","0","4","1","24","0","MOVED OUT OF STATE","1","1","0","0","0","0","1","0","3"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","4","0","0","0","0","0","2","0","6"
"OTHER MEANS","11","1","0","0","0","0","4","0","16","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","1","0","0","0","0","0","1","1","3"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","0","0","0","0","1","0","","","","","","","","","",""
"TOTAL","93","20","0","0","1","0","22","2","138","0","TOTAL","180","75","0","0","1","1","85","9","351"
