"Howard","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","14","3","0","0","0","0","3","0","20","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","55","21","0","0","5","2","19","1","103","29","COUNTY TRANSFER - OUT","161","104","2","0","1","1","109","4","382"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","11","5","0","0","0","0","4","0","20"
"FROM ANOTHER BOARD","3","2","1","0","0","0","2","0","8","4","DUPLICATE","2","3","0","0","0","0","3","0","8"
"PROVISIONAL BALLOT","401","214","5","0","9","5","181","4","819","1","MAIL VERIFICATION (NVRA)","2","1","0","0","0","0","2","0","5"
"IN PERSON","13","6","0","0","0","0","8","0","27","120","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","120","56","2","0","2","1","82","1","264","20","MOVED OUT OF STATE","26","20","0","0","0","1","21","0","68"
"NVRA BY MAIL","8","1","0","0","0","0","0","0","9","0","OTHER","8","2","0","0","0","0","7","0","17"
"OTHER MEANS","9","4","0","0","1","0","6","0","20","2","VOTER REQUEST","2","4","0","0","0","0","0","0","6"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","1","","","","","","","","","",""
"VOLUNTEER","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"TOTAL","623","307","8","0","17","8","301","6","1,270","179","TOTAL","212","139","2","0","1","2","146","4","506"
