"Calvert","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","1","0","0","0","0","3","0","5","4","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","203","129","1","0","1","1","92","2","429","45","COUNTY TRANSFER - OUT","68","76","2","0","0","0","26","5","177"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","12","2","0","0","0","0","3","0","17"
"FROM ANOTHER BOARD","43","33","1","0","2","0","20","0","99","9","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","21","6","0","0","0","0","8","3","38","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","92","78","1","0","2","0","66","2","241","34","MOVED OUT OF STATE","9","10","0","0","0","0","2","0","21"
"NVRA BY MAIL","10","3","0","0","0","0","0","0","13","1","OTHER","2","1","0","0","0","0","1","0","4"
"OTHER MEANS","1","0","0","0","0","0","1","2","4","0","VOTER REQUEST","0","0","0","0","0","0","1","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","11","10","0","0","0","1","11","6","39"
"SOCIAL SERVICES","2","4","0","0","0","0","3","0","9","0","","","","","","","","","",""
"VOLUNTEER","17","17","0","0","0","0","26","0","60","0","","","","","","","","","",""
"TOTAL","390","271","3","0","5","1","219","9","898","93","TOTAL","102","100","2","0","0","1","44","11","260"
