"St. Mary's","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","7","0","0","0","0","7","0","21","2","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","112","87","1","0","3","0","75","1","279","15","COUNTY TRANSFER - OUT","71","66","1","0","0","0","30","1","169"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","1","0","0","0","0","0","0","1"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","11","4","0","0","0","0","1","0","16"
"FROM ANOTHER BOARD","1","0","0","0","0","0","1","0","2","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","1","0","0","0","0","0","0","2"
"IN PERSON","11","3","0","0","1","0","4","0","19","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","109","125","1","0","1","3","83","4","326","47","MOVED OUT OF STATE","7","8","1","0","0","0","5","3","24"
"NVRA BY MAIL","31","20","0","0","1","0","16","0","68","2","OTHER","2","1","0","0","0","0","0","0","3"
"OTHER MEANS","0","0","0","0","0","0","0","0","0","0","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","9","3","0","0","0","0","5","0","17","8","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","8","2","0","0","0","0","2","0","12","1","","","","","","","","","",""
"VOLUNTEER","8","0","0","0","0","0","1","0","9","0","","","","","","","","","",""
"TOTAL","296","247","2","0","6","3","194","5","753","76","TOTAL","92","81","2","0","0","0","36","4","215"
