"Caroline","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","0","0","0","1","0","1","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","78","86","0","0","7","0","37","0","208","12","COUNTY TRANSFER - OUT","39","23","0","0","0","0","10","1","73"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","6","4","0","0","0","0","1","0","11"
"FROM ANOTHER BOARD","2","1","0","0","1","0","0","1","5","1","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","21","31","0","0","1","0","10","0","63","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","43","25","1","0","1","0","37","0","107","6","MOVED OUT OF STATE","2","6","0","0","0","0","2","1","11"
"NVRA BY MAIL","0","0","0","0","0","0","0","0","0","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","3","0","0","0","0","0","5","0","8","2","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","4","7","0","0","0","0","1","0","12"
"SOCIAL SERVICES","0","0","0","0","0","0","2","0","2","0","","","","","","","","","",""
"VOLUNTEER","6","3","0","0","0","0","0","0","9","0","","","","","","","","","",""
"TOTAL","155","146","1","0","11","0","92","1","406","25","TOTAL","52","40","0","0","0","0","14","2","108"
