"Washington","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","7","0","0","1","0","1","0","11","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","184","160","4","0","9","0","109","3","469","34","COUNTY TRANSFER - OUT","63","53","1","0","0","1","32","2","152"
"DESIGNATED STATE AGENCIES","3","1","0","0","0","0","1","0","5","0","CRIMINAL CONVICTION","3","3","0","0","0","0","2","0","8"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","1","DEATH NOTICE","31","18","0","0","0","0","0","0","49"
"FROM ANOTHER BOARD","0","1","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","15","3","0","0","1","0","9","0","28","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","186","146","1","0","1","5","138","5","482","115","MOVED OUT OF STATE","10","6","0","0","0","2","8","0","26"
"NVRA BY MAIL","14","21","0","0","0","0","13","1","49","6","OTHER","6","3","0","0","0","0","4","0","13"
"OTHER MEANS","5","9","3","0","0","0","3","1","21","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","18","1","0","0","0","1","6","0","26","1","","","","","","","","","",""
"VOLUNTEER","12","6","0","0","0","0","2","0","20","0","","","","","","","","","",""
"TOTAL","439","355","8","0","12","6","282","10","1,112","160","TOTAL","113","83","1","0","0","3","46","2","248"
