"Charles","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","37","18","0","0","2","0","11","2","70","8","BOARD ACTION","1","0","0","0","0","0","0","0","1"
"BY MAIL","904","164","0","0","9","1","172","2","1,252","73","COUNTY TRANSFER - OUT","182","74","3","0","0","1","42","5","307"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","3","0","0","0","0","0","0","0","3"
"ELDERLY / DISABLED","1","2","0","0","0","0","1","0","4","2","DEATH NOTICE","5","4","0","0","0","0","0","1","10"
"FROM ANOTHER BOARD","9","3","0","0","1","0","0","0","13","2","DUPLICATE","3","0","0","0","0","0","0","1","4"
"PROVISIONAL BALLOT","1","0","0","0","0","0","0","0","1","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","72","10","0","0","0","0","10","1","93","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","430","90","1","0","2","6","131","2","662","59","MOVED OUT OF STATE","28","31","0","0","0","1","21","0","81"
"NVRA BY MAIL","170","30","0","0","0","1","47","0","248","12","OTHER","12","2","0","0","0","0","3","0","17"
"OTHER MEANS","23","4","0","0","0","0","3","1","31","4","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","6","0","0","0","0","0","1","12","19"
"SOCIAL SERVICES","1","0","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","95","18","1","0","2","0","16","0","132","0","","","","","","","","","",""
"TOTAL","1,743","339","2","0","16","8","392","8","2,508","163","TOTAL","241","111","3","0","0","2","67","19","443"
