"Carroll","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","7","12","0","0","2","0","8","0","29","9","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","220","349","2","0","22","3","198","0","794","56","COUNTY TRANSFER - OUT","105","121","2","0","0","1","75","1","305"
"DESIGNATED STATE AGENCIES","1","0","0","0","0","0","0","0","1","0","CRIMINAL CONVICTION","0","1","0","0","0","0","1","0","2"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","31","34","0","0","0","0","7","0","72"
"FROM ANOTHER BOARD","0","0","0","0","0","0","0","0","0","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","28","28","1","0","3","0","13","0","73","4","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","162","172","5","0","7","1","150","1","498","153","MOVED OUT OF STATE","13","30","1","0","0","0","12","0","56"
"NVRA BY MAIL","31","32","1","0","0","3","27","0","94","4","OTHER","1","2","0","0","0","0","2","0","5"
"OTHER MEANS","0","5","0","0","0","0","3","0","8","0","VOTER REQUEST","1","0","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","5","13","0","0","1","0","4","0","23"
"SOCIAL SERVICES","0","1","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","5","21","0","0","0","0","12","0","38","0","","","","","","","","","",""
"TOTAL","454","620","9","0","34","7","412","1","1,537","226","TOTAL","156","201","3","0","1","1","101","1","464"
