"Talbot","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","2","1","0","0","0","0","0","0","3","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","88","68","0","0","2","1","48","1","208","0","COUNTY TRANSFER - OUT","30","28","0","0","0","0","15","0","73"
"DESIGNATED STATE AGENCIES","4","3","0","0","0","0","2","0","9","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","1","0","0","0","0","0","0","1"
"FROM ANOTHER BOARD","2","1","0","0","0","0","1","0","4","0","DUPLICATE","1","1","0","0","0","0","1","0","3"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","23","17","0","0","1","1","11","0","53","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","56","48","0","0","0","0","40","2","146","0","MOVED OUT OF STATE","4","1","0","0","0","0","2","0","7"
"NVRA BY MAIL","3","3","0","0","0","0","2","0","8","0","OTHER","1","0","0","0","0","0","1","0","2"
"OTHER MEANS","2","0","0","0","0","0","0","0","2","0","VOTER REQUEST","0","1","0","0","0","0","0","0","1"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","8","5","0","0","1","0","3","0","17","0","","","","","","","","","",""
"TOTAL","188","146","0","0","4","2","107","3","450","0","TOTAL","36","32","0","0","0","0","19","0","87"
