"Montgomery","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","140","25","0","0","8","1","68","6","248","49","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","2,923","653","12","1","43","12","1,512","48","5,204","671","COUNTY TRANSFER - OUT","753","258","10","0","4","6","329","5","1,365"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","1","0","1","0","CRIMINAL CONVICTION","3","0","0","0","0","0","2","0","5"
"ELDERLY / DISABLED","1","0","0","0","0","0","0","0","1","8","DEATH NOTICE","31","17","0","0","0","0","3","0","51"
"FROM ANOTHER BOARD","27","6","1","0","1","0","8","1","44","12","DUPLICATE","11","2","0","0","0","0","2","0","15"
"PROVISIONAL BALLOT","2","0","0","0","0","0","0","0","2","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","89","12","1","0","5","0","25","1","133","14","MENTAL INCOMPETENCY","1","0","0","0","0","0","0","0","1"
"MOTOR VEHICLE ADMINISTRATION","2,045","490","13","0","17","19","1,222","28","3,834","265","MOVED OUT OF STATE","396","156","4","0","0","1","171","4","732"
"NVRA BY MAIL","2","1","0","0","0","0","0","0","3","0","OTHER","40","8","1","0","0","0","20","2","71"
"OTHER MEANS","151","34","0","0","8","1","63","1","258","165","VOTER REQUEST","2","0","0","0","0","0","0","0","2"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","138","58","1","0","0","0","71","2","270"
"SOCIAL SERVICES","2","0","0","0","0","0","0","0","2","0","","","","","","","","","",""
"VOLUNTEER","365","52","3","0","1","3","137","4","565","0","","","","","","","","","",""
"TOTAL","5,747","1,273","30","1","83","36","3,036","89","10,295","1,184","TOTAL","1,375","499","16","0","4","7","598","13","2,512"
