"Anne Arundel","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","24","25","0","0","2","1","30","0","82","31","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","1,702","778","8","0","100","12","716","2","3,318","377","COUNTY TRANSFER - OUT","574","330","8","0","0","8","271","2","1,193"
"DESIGNATED STATE AGENCIES","25","11","0","0","1","0","16","0","53","0","CRIMINAL CONVICTION","9","5","0","0","0","0","5","0","19"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","119","67","0","0","0","0","13","0","199"
"FROM ANOTHER BOARD","19","11","0","0","1","0","2","0","33","1","DUPLICATE","13","8","0","0","0","0","9","0","30"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","1","MAIL VERIFICATION (NVRA)","15","13","0","0","0","0","9","0","37"
"IN PERSON","51","17","1","0","2","0","15","0","86","11","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","981","589","8","0","30","11","617","1","2,237","465","MOVED OUT OF STATE","118","116","3","0","0","1","53","0","291"
"NVRA BY MAIL","165","71","0","0","2","1","59","0","298","28","OTHER","20","15","1","0","1","0","17","0","54"
"OTHER MEANS","46","16","0","0","1","2","25","0","90","13","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","61","44","0","0","0","1","22","0","128"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","79","32","0","0","1","1","29","0","142","0","","","","","","","","","",""
"TOTAL","3,092","1,550","17","0","140","28","1,509","3","6,339","927","TOTAL","929","598","12","0","1","10","399","2","1,951"
