"Somerset","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","3","2","0","0","1","0","0","0","6","0","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","20","16","0","0","1","0","11","0","48","0","COUNTY TRANSFER - OUT","38","18","0","0","0","0","5","2","63"
"DESIGNATED STATE AGENCIES","0","0","0","0","0","0","0","0","0","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","2","1","0","0","0","0","0","0","3"
"FROM ANOTHER BOARD","9","1","0","0","0","0","2","0","12","0","DUPLICATE","0","1","0","0","0","0","0","0","1"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","1","0","0","0","0","0","0","0","1"
"IN PERSON","6","1","0","0","0","0","4","0","11","0","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","27","15","0","0","1","0","11","1","55","1","MOVED OUT OF STATE","3","1","1","0","0","0","0","0","5"
"NVRA BY MAIL","12","1","0","0","0","0","3","0","16","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","3","0","0","0","0","0","0","0","3","1","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","0","0","0","0","0","0","0","0","0"
"SOCIAL SERVICES","0","1","0","0","0","0","1","0","2","0","","","","","","","","","",""
"VOLUNTEER","29","0","1","0","0","0","4","0","34","0","","","","","","","","","",""
"TOTAL","109","37","1","0","3","0","36","1","187","2","TOTAL","45","21","1","0","0","0","5","2","74"
