"Kent","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","CON","IND","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","4","0","0","0","0","0","1","0","5","1","BOARD ACTION","0","0","0","0","0","0","0","0","0"
"BY MAIL","38","18","0","0","2","0","11","0","69","2","COUNTY TRANSFER - OUT","18","7","1","0","0","1","2","0","29"
"DESIGNATED STATE AGENCIES","4","2","0","0","0","0","4","0","10","0","CRIMINAL CONVICTION","0","0","0","0","0","0","0","0","0"
"ELDERLY / DISABLED","0","0","0","0","0","0","0","0","0","0","DEATH NOTICE","0","0","0","0","0","0","0","0","0"
"FROM ANOTHER BOARD","1","0","0","0","0","0","0","0","1","0","DUPLICATE","0","0","0","0","0","0","0","0","0"
"PROVISIONAL BALLOT","0","0","0","0","0","0","0","0","0","0","MAIL VERIFICATION (NVRA)","0","0","0","0","0","0","0","0","0"
"IN PERSON","13","10","0","0","0","0","4","0","27","1","MENTAL INCOMPETENCY","0","0","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","20","14","1","0","0","0","10","0","45","8","MOVED OUT OF STATE","7","6","0","0","0","0","1","0","14"
"NVRA BY MAIL","9","2","0","0","0","0","7","0","18","0","OTHER","1","0","0","0","0","0","0","0","1"
"OTHER MEANS","1","0","0","0","0","0","2","0","3","8","VOTER REQUEST","0","0","0","0","0","0","0","0","0"
"RECRUITING","0","0","0","0","0","0","0","0","0","0","CONFIRMATION MAIL","10","9","1","0","0","0","5","0","25"
"SOCIAL SERVICES","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"VOLUNTEER","1","0","0","0","1","0","0","0","2","0","","","","","","","","","",""
"TOTAL","91","46","1","0","3","0","39","0","180","20","TOTAL","36","22","2","0","0","1","8","0","69"
