"SUMMARY","NEW REGISTRATION BY PARTY
REMOVALS","","","","","","","","","","","","","","",""
"","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL","DUPS","","DEM","REP","GRN","LIB","UNAF","OTH","TOTAL"
"ABSENTEE BALLOT (FPCA)","1","3","0","0","2","0","6","1","BOARD ACTION","0","0","0","0","1","0","1"
"BY MAIL","305","110","1","2","118","14","550","157","CONFIRMATION MAIL","25","15","0","0","10","0","50"
"DESIGNATED STATE AGENCIES","4","6","0","0","1","0","11","130","COUNTY TRANSFER - OUT","5,830","2,338","37","98","1,986","64","10,353"
"ELDERLY / DISABLED / SOC SEC","234","60","2","5","121","3","425","3","CRIMINAL CONVICTION","57","16","0","0","22","1","96"
"ERIC REPORT","4122","1644","25","63","1443","46","7,343","49","DEATH NOTICE","1,768","816","4","6","284","29","2,907"
"FROM ANOTHER BOARD","4","8","0","0","3","0","15","17","DUPLICATE","146","61","0","0","37","7","251"
"PROVISIONAL BALLOT","1","1","0","0","0","0","2","1","MAIL VERIFICATION (NVRA)","5,285","2,701","38","88","2,605","84","10,801"
"IN PERSON","24","4","0","0","7","1","36","3","MENTAL INCOMPETENCY","0","0","0","0","0","0","0"
"MOTOR VEHICLE ADMINISTRATION","5836","2799","54","151","3530","76","12,446","890","MOVED OUT OF STATE","863","656","2","9","371","22","1,923"
"NVRA BY MAIL","32","6","2","0","15","2","57","12","OTHER","35","8","0","2","19","3","67"
"ONLINE REGISTRATION","183","68","3","2","89","2","347","3","VOTER REQUEST","16","7","0","0","9","0","32"
"OTHER MEANS","100","58","1","4","60","1","224","87","","","","","","","","0"
"RECRUITING","1","0","0","0","0","0","1","0","","","","","","","","0"
"SOCIAL SERVICES","6","4","0","0","5","0","15","6","","","","","","","",""
"VOLUNTEER","43","6","0","0","11","0","60","0","","","","","","","",""
"TOTAL","10,896","4,777","88","227","5,405","145","21,538","1,359","TOTAL","14,025","6,618","81","203","5,344","210","26,481"
